tx_hash,timestamp,block_number,from,to,gas,gas_price,selector,function,decoded,target,arg1,arg2,input_len,input
0xfd2464cbe65bed7b6885b57f91f28a6412c67c60404631153f760fd64e44af91,1766284355,24058012,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,25838137,0x04117561,harvestConcentratorCompounder,1,0x00bac667a4ccf9089ab1db978238c555c4349545,571848943231566510,,136,0x0411756100000000000000000000000000bac667a4ccf9089ab1db978238c555c434954500000000000000000000000000000000000000000000000007ef9d95868002ae
0x3736b40265e707bb710074ec6aead0498a0410c8c7d6eae3dbffb4c4e1b125cc,1766284391,24058015,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,24161820,0x04117561,harvestConcentratorCompounder,1,0x2b95a1dcc3d405535f9ed33c219ab38e8d7e0884,51078424222211945592,,136,0x041175610000000000000000000000002b95a1dcc3d405535f9ed33c219ab38e8d7e0884000000000000000000000000000000000000000000000002c4db04347ba6b478
0xab08e9bf35108fc77833b17cabae7813dfe0701b90ee0ba5feab517add4a0b5c,1766284535,24058027,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,24102640,0x04117561,harvestConcentratorCompounder,1,0xb0903ab70a7467ee5756074b31ac88aebb8fb777,2910763942175199713,,136,0x04117561000000000000000000000000b0903ab70a7467ee5756074b31ac88aebb8fb77700000000000000000000000000000000000000000000000028651c622e5e51e1
0xd2e51f27cfc05b099be27c4cca0e6e7de40e886a9e30c6dfcff6cf5dcfd2a0ab,1766284535,24058027,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,24357444,0x04117561,harvestConcentratorCompounder,1,0xdec800c2b17c9673570fdf54450dc1bd79c8e359,6728592148216269911,,136,0x04117561000000000000000000000000dec800c2b17c9673570fdf54450dc1bd79c8e3590000000000000000000000000000000000000000000000005d60c2e8c0e9cc57
0x2c0c3ce446371f8e471f1798deabce3fdf8699b7191c003798fdf18d0aafa30f,1766286443,24058184,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,23555631,0x04117561,harvestConcentratorCompounder,1,0x00bac667a4ccf9089ab1db978238c555c4349545,518210113267020271,,136,0x0411756100000000000000000000000000bac667a4ccf9089ab1db978238c555c434954500000000000000000000000000000000000000000000000007310d5a384bb1ef
0x49eaefdc1930b6932b744a953d0ece5fe684459835e16830caf27d488b643471,1766287463,24058269,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,24640555,0x04117561,harvestConcentratorCompounder,1,0x2b95a1dcc3d405535f9ed33c219ab38e8d7e0884,51335415076206069793,,136,0x041175610000000000000000000000002b95a1dcc3d405535f9ed33c219ab38e8d7e0884000000000000000000000000000000000000000000000002c86c08066e7ec821
0x9f6a077b8b9fbf09c68c4178c101c08a8ec5e3c1de0a101c366736351898d6c8,1766287991,24058313,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,25348993,0x04117561,harvestConcentratorCompounder,1,0xdec800c2b17c9673570fdf54450dc1bd79c8e359,6980726440983201267,,136,0x04117561000000000000000000000000dec800c2b17c9673570fdf54450dc1bd79c8e35900000000000000000000000000000000000000000000000060e085b66cfb05f3
0x3061a8753960115168e272d342d22e136a69afeb7da9bc6659a12e6c7a30f319,1766288123,24058324,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,2500000,23036189,0xc7f884c6,harvestConcentratorVault,1,0x59866ec5650e9ba00c51f6d681762b48b0ada3de,3,19052154894390757428,200,0xc7f884c600000000000000000000000059866ec5650e9ba00c51f6d681762b48b0ada3de00000000000000000000000000000000000000000000000000000000000000030000000000000000000000000000000000000000000000010866d9ef0de18834
0x2018f238e45579ab0b0bc36477f5b9601f57cc1db11aa4506321fb43550bc979,1766288579,24058362,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,24919095,0x04117561,harvestConcentratorCompounder,1,0x00bac667a4ccf9089ab1db978238c555c4349545,530154080785315178,,136,0x0411756100000000000000000000000000bac667a4ccf9089ab1db978238c555c4349545000000000000000000000000000000000000000000000000075b7c53dd6eb56a
0x5e6f73a4346894619ec703ccfe7f7ffb7b00ec1165fc6ebc805806b5db6a4712,1766289227,24058416,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,25058566,0x04117561,harvestConcentratorCompounder,1,0xb0903ab70a7467ee5756074b31ac88aebb8fb777,3079356904279508036,,136,0x04117561000000000000000000000000b0903ab70a7467ee5756074b31ac88aebb8fb7770000000000000000000000000000000000000000000000002abc12ca103a0444
0xe3d32ae37df3c0c78c204a243b36b2c32d625c023091ed8953cbb859a28dbe50,1766289719,24058457,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,23948409,0x04117561,harvestConcentratorCompounder,1,0x606462126e4bd5c4d153fe09967e4c46c9c7fecf,61161826266175864880,,136,0x04117561000000000000000000000000606462126e4bd5c4d153fe09967e4c46c9c7fecf00000000000000000000000000000000000000000000000350ca74f099918030
0xf7df1e25d9f6835b2c68511cf3f56334a8451ede4381b6f36816f1c3e9ac3118,1766290571,24058528,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,24473581,0x04117561,harvestConcentratorCompounder,1,0x2b95a1dcc3d405535f9ed33c219ab38e8d7e0884,51956746416511479231,,136,0x041175610000000000000000000000002b95a1dcc3d405535f9ed33c219ab38e8d7e0884000000000000000000000000000000000000000000000002d10b719651376dbf
0xb8600107b7a2fcbc249e2d132a67e1f5dc2b3bc1569c7a69315a3e6b258ff1bc,1766290787,24058546,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,24750954,0x04117561,harvestConcentratorCompounder,1,0x00bac667a4ccf9089ab1db978238c555c4349545,548291363695731101,,136,0x0411756100000000000000000000000000bac667a4ccf9089ab1db978238c555c4349545000000000000000000000000000000000000000000000000079bec171e7fa19d
0x8208a91f8f833c379f40972d99006f816ae510e1d0252ecb08827a69218b7a04,1766291303,24058589,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,24245018,0x04117561,harvestConcentratorCompounder,1,0xdec800c2b17c9673570fdf54450dc1bd79c8e359,6687463096234739644,,136,0x04117561000000000000000000000000dec800c2b17c9673570fdf54450dc1bd79c8e3590000000000000000000000000000000000000000000000005ccea4411b9b07bc
0x3cb6747424bfa4f49c96edaba9f64f4c1ff040c590ebb356310d94fabc45f931,1766291615,24058615,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,2500000,23419253,0xc7f884c6,harvestConcentratorVault,1,0x3cf54f3a1969be9916dad548f3c084331c4450b5,50,26744697479843411379,200,0xc7f884c60000000000000000000000003cf54f3a1969be9916dad548f3c084331c4450b50000000000000000000000000000000000000000000000000000000000000032000000000000000000000000000000000000000000000001732840a88f59f5b3
0x87172840f54994580b9fe527ee73b569b973519a58189da1b02afaec23c8c239,1766292731,24058708,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,23192327,0x04117561,harvestConcentratorCompounder,1,0x43e54c2e7b3e294de3a155785f52ab49d87b9922,694135935372936778998,,136,0x0411756100000000000000000000000043e54c2e7b3e294de3a155785f52ab49d87b9922000000000000000000000000000000000000000000000025a1123b88296694f6
0xfa75d45f06248c5cfa136283898f356be265c7c356e8c40356b2eba4bee6a7be,1766292839,24058716,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,22633282,0x04117561,harvestConcentratorCompounder,1,0x00bac667a4ccf9089ab1db978238c555c4349545,509584791688748974,,136,0x0411756100000000000000000000000000bac667a4ccf9089ab1db978238c555c4349545000000000000000000000000000000000000000000000000071268ab0b8c9fae
0x21a7cb2acb9251e55a8d444de49ba53d2bfbfa50fe78ccd8eb71756f032a3f40,1766293739,24058791,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,24812299,0x04117561,harvestConcentratorCompounder,1,0xb0903ab70a7467ee5756074b31ac88aebb8fb777,2947118511489090686,,136,0x04117561000000000000000000000000b0903ab70a7467ee5756074b31ac88aebb8fb77700000000000000000000000000000000000000000000000028e644abf449047e
0xb79733c74060f2e9841e98f6223d5cecc515d998c3a543a028cf9ef0af5d3f70,1766293739,24058791,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,25125583,0x04117561,harvestConcentratorCompounder,1,0x2b95a1dcc3d405535f9ed33c219ab38e8d7e0884,53034194189415291209,,136,0x041175610000000000000000000000002b95a1dcc3d405535f9ed33c219ab38e8d7e0884000000000000000000000000000000000000000000000002dfff4ea0c92f1949
0xc8d203e8ba518c1733f1e3392f8408c776a739f18077e4a9957267774b90ea1e,1766294543,24058858,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,23684556,0x04117561,harvestConcentratorCompounder,1,0xdec800c2b17c9673570fdf54450dc1bd79c8e359,6537964119383339375,,136,0x04117561000000000000000000000000dec800c2b17c9673570fdf54450dc1bd79c8e3590000000000000000000000000000000000000000000000005abb83ba1a17f16f
0x9e985ecc7fee1b7b04e985ad72c470fd1027762f3b726d654df59aa94915d71a,1766295035,24058899,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,24130173,0x04117561,harvestConcentratorCompounder,1,0x00bac667a4ccf9089ab1db978238c555c4349545,544540582605090264,,136,0x0411756100000000000000000000000000bac667a4ccf9089ab1db978238c555c4349545000000000000000000000000000000000000000000000000078e98c657f5edd8
0x1c865eaa12c6a5893e6f534c6dff555b4af4a92d582c62608deac03e3294b2e0,1766295755,24058959,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,23728012,0x04117561,harvestConcentratorCompounder,1,0x606462126e4bd5c4d153fe09967e4c46c9c7fecf,60832615824538843651,,136,0x04117561000000000000000000000000606462126e4bd5c4d153fe09967e4c46c9c7fecf0000000000000000000000000000000000000000000000034c38ddc99371ba03
0x0c226c5104c7d8f6e8d9ec3cfda2597dca45fcee5d7e77cbd10315a6edf7fbaf,1766296619,24059031,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,22707482,0x04117561,harvestConcentratorCompounder,1,0x2b95a1dcc3d405535f9ed33c219ab38e8d7e0884,48088485458263834446,,136,0x041175610000000000000000000000002b95a1dcc3d405535f9ed33c219ab38e8d7e08840000000000000000000000000000000000000000000000029b5c9ebd965a7f4e
0xd0dce7093cae1f170dfebd9096ba05926fd7195e9cf418165e25f088dce85aef,1766297219,24059081,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,24513584,0x04117561,harvestConcentratorCompounder,1,0x00bac667a4ccf9089ab1db978238c555c4349545,541551429561717744,,136,0x0411756100000000000000000000000000bac667a4ccf9089ab1db978238c555c43495450000000000000000000000000000000000000000000000000783fa27eaa193f0
0x9536dded91bc2ba88fdc7423f4a2e3a8db0feb11d12a4715110005a840e0fd68,1766297915,24059139,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,24746421,0x04117561,harvestConcentratorCompounder,1,0xdec800c2b17c9673570fdf54450dc1bd79c8e359,6846632500684837064,,136,0x04117561000000000000000000000000dec800c2b17c9673570fdf54450dc1bd79c8e3590000000000000000000000000000000000000000000000005f041ffbfef6d0c8
0xcb4acbd279f3ba74ce577ed0060adb2a4824fa9ad237b21a6a641f8f0b7a7d39,1766298287,24059169,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,24619913,0x04117561,harvestConcentratorCompounder,1,0xb0903ab70a7467ee5756074b31ac88aebb8fb777,3004621918874276479,,136,0x04117561000000000000000000000000b0903ab70a7467ee5756074b31ac88aebb8fb77700000000000000000000000000000000000000000000000029b28fb74eda927f
0xda60c69a9caffd5429294d3cf8d3e43074e6483ea3b1fbefa9f697f5b4ff3fbd,1766298587,24059194,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,23703417,0x78f26f5b,harvestConcentratorCompounderFxUSD,1,0x549716f858aeff9cb845d4c78c67a7599b0df240,8571266696962525,1,200,0x78f26f5b000000000000000000000000549716f858aeff9cb845d4c78c67a7599b0df240000000000000000000000000000000000000000000000000001e73858abf61dd0000000000000000000000000000000000000000000000000000000000000001
0x10d4fd8065a484193c8a9fd6593326f3d24151904abd1f2ad3ab670a19c121f2,1766299403,24059262,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,24339905,0x04117561,harvestConcentratorCompounder,1,0x00bac667a4ccf9089ab1db978238c555c4349545,541487224031910884,,136,0x0411756100000000000000000000000000bac667a4ccf9089ab1db978238c555c43495450000000000000000000000000000000000000000000000000783bfc2e6d59be4
0xa3c848ce1495c27cafc0301a44b5b470146440c0b53aab1f9d872d233fd41033,1766299403,24059262,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,24467189,0x04117561,harvestConcentratorCompounder,1,0x43e54c2e7b3e294de3a155785f52ab49d87b9922,733279199585491622129,,136,0x0411756100000000000000000000000043e54c2e7b3e294de3a155785f52ab49d87b9922000000000000000000000000000000000000000000000027c04b0af17bfe18f1
0x1dbd4173ad42a562c5cb85a8a4a752899592e5ffabd718031143b7a11660581b,1766299979,24059310,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,26589298,0x04117561,harvestConcentratorCompounder,1,0x2b95a1dcc3d405535f9ed33c219ab38e8d7e0884,56026110731054648371,,136,0x041175610000000000000000000000002b95a1dcc3d405535f9ed33c219ab38e8d7e08840000000000000000000000000000000000000000000000030984badeef368c33
0xaaf43ef2700cf31a5efb3fe69587e279977f9141e1ad24a2be9baf60ddcde729,1766301143,24059407,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,23710060,0x04117561,harvestConcentratorCompounder,1,0xdec800c2b17c9673570fdf54450dc1bd79c8e359,6567900620742655251,,136,0x04117561000000000000000000000000dec800c2b17c9673570fdf54450dc1bd79c8e3590000000000000000000000000000000000000000000000005b25ded0fb6efd13
0x4e6381a8b81af29fd5a7226a5e41a842e90777511bd3ab6dad2908262e225fe0,1766301695,24059453,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,26211700,0x04117561,harvestConcentratorCompounder,1,0x00bac667a4ccf9089ab1db978238c555c4349545,568193901491976977,,136,0x0411756100000000000000000000000000bac667a4ccf9089ab1db978238c555c434954500000000000000000000000000000000000000000000000007e2a157cdf8fb11
0xf87773ac59f0300df75641fa97cfe711daa4c325644380eb18e00f73eb81c8c8,1766301851,24059466,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,24110355,0x04117561,harvestConcentratorCompounder,1,0x606462126e4bd5c4d153fe09967e4c46c9c7fecf,61594881739017243814,,136,0x04117561000000000000000000000000606462126e4bd5c4d153fe09967e4c46c9c7fecf00000000000000000000000000000000000000000000000356ccfa9914514ca6
0xe69edcdddb097aa2d1b872c7329b626a138e80c5d8e656bebbb8a9b7cc3d2645,1766302859,24059550,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,25621157,0x04117561,harvestConcentratorCompounder,1,0xb0903ab70a7467ee5756074b31ac88aebb8fb777,3019248527925678940,,136,0x04117561000000000000000000000000b0903ab70a7467ee5756074b31ac88aebb8fb77700000000000000000000000000000000000000000000000029e6868a1ba1935c
0xf58348ee68daa7458c5cd086b902ffa184960a08b114310384502504578f2b6a,1766303207,24059579,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,26183015,0x04117561,harvestConcentratorCompounder,1,0x2b95a1dcc3d405535f9ed33c219ab38e8d7e0884,53928483418586375053,,136,0x041175610000000000000000000000002b95a1dcc3d405535f9ed33c219ab38e8d7e0884000000000000000000000000000000000000000000000002ec6875f1a062638d
0x68a33e3b1891bb0e54f1f41edee943b3febdcbcfc01b67b6ba3eae74a18076a8,1766303279,24059585,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,2500000,24405383,0xc7f884c6,harvestConcentratorVault,1,0x59866ec5650e9ba00c51f6d681762b48b0ada3de,3,20584206221240603014,200,0xc7f884c600000000000000000000000059866ec5650e9ba00c51f6d681762b48b0ada3de00000000000000000000000000000000000000000000000000000000000000030000000000000000000000000000000000000000000000011da9ca7f986e9186
0x35ea3dd035bf9cfae8d26a9dab5736d4f0b00c7aeb058e67a76a9c9f31d8a72d,1766303939,24059640,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,25771646,0x04117561,harvestConcentratorCompounder,1,0x00bac667a4ccf9089ab1db978238c555c4349545,556347596584731251,,136,0x0411756100000000000000000000000000bac667a4ccf9089ab1db978238c555c434954500000000000000000000000000000000000000000000000007b88b3102134273
0xe7a229a3dfd6d148bb986c6c3109b0b3dc11dea4bfdeee5aedc243dcdc0e81e8,1766304575,24059692,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,25514784,0x04117561,harvestConcentratorCompounder,1,0xdec800c2b17c9673570fdf54450dc1bd79c8e359,6979268379960422858,,136,0x04117561000000000000000000000000dec800c2b17c9673570fdf54450dc1bd79c8e35900000000000000000000000000000000000000000000000060db579d23a831ca
0x5bb14b2f8cc1f9dff370d16070ac8b0ab005e7b710958557c4e2e92499700ac7,1766306963,24059891,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,34342934,0x04117561,harvestConcentratorCompounder,1,0x00bac667a4ccf9089ab1db978238c555c4349545,749909425660621303,,136,0x0411756100000000000000000000000000bac667a4ccf9089ab1db978238c555c43495450000000000000000000000000000000000000000000000000a6836a64237f1f7
0x49c04a8805bd052a3f4ba334b4ae4db734e567867435c1ddec697a6e37bab8aa,1766307587,24059943,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,35058710,0x04117561,harvestConcentratorCompounder,1,0x2b95a1dcc3d405535f9ed33c219ab38e8d7e0884,73010542571982070188,,136,0x041175610000000000000000000000002b95a1dcc3d405535f9ed33c219ab38e8d7e0884000000000000000000000000000000000000000000000003f5398da48d86a1ac
0x43f5946bb3daa09ea914c762e1c0b80baf8f2d10d68eb3b5d42aef1b7d7af2fe,1766309915,24060135,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,39301225,0x04117561,harvestConcentratorCompounder,1,0xdec800c2b17c9673570fdf54450dc1bd79c8e359,10846934434317081605,,136,0x04117561000000000000000000000000dec800c2b17c9673570fdf54450dc1bd79c8e35900000000000000000000000000000000000000000000000096880d66036c1c05
0x606f84f6f9ef3c0cc381bb5aa8d741056f7f5f54c3b30c8e5377eb3f3d7ceb04,1766309915,24060135,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,39670596,0x04117561,harvestConcentratorCompounder,1,0xb0903ab70a7467ee5756074b31ac88aebb8fb777,4676587798650726146,,136,0x04117561000000000000000000000000b0903ab70a7467ee5756074b31ac88aebb8fb77700000000000000000000000000000000000000000000000040e693d34380a702
0x7baf13f02a3104007f975d97cc19684f102992e0a10aec60c985c4217d29697a,1766310155,24060155,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,36409251,0x04117561,harvestConcentratorCompounder,1,0x00bac667a4ccf9089ab1db978238c555c4349545,791695020179280913,,136,0x0411756100000000000000000000000000bac667a4ccf9089ab1db978238c555c43495450000000000000000000000000000000000000000000000000afcaa6d203b5411
0x9493d84afe1461345530aa678176fa106facdf384b34c0763073587f2e6ba607,1766310155,24060155,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,39111100,0x04117561,harvestConcentratorCompounder,1,0x43e54c2e7b3e294de3a155785f52ab49d87b9922,1181608705778676394662,,136,0x0411756100000000000000000000000043e54c2e7b3e294de3a155785f52ab49d87b99220000000000000000000000000000000000000000000000400e1d6979770feaa6
0xd49ee09eb642ee41a1647960d325d52b6bb0589003e60860f75e2e72f70f1c9a,1766310203,24060159,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,33036145,0x04117561,harvestConcentratorCompounder,1,0x606462126e4bd5c4d153fe09967e4c46c9c7fecf,83471742000029249386,,136,0x04117561000000000000000000000000606462126e4bd5c4d153fe09967e4c46c9c7fecf00000000000000000000000000000000000000000000000486673318c6cc2f6a
0xf11f5a21e53cca4ac8185976afc33ebccb1f2a808f7585dcdfd77fdbf0505343,1766310431,24060178,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,2500000,26254970,0xc7f884c6,harvestConcentratorVault,1,0x59866ec5650e9ba00c51f6d681762b48b0ada3de,9,21731554668169588622,200,0xc7f884c600000000000000000000000059866ec5650e9ba00c51f6d681762b48b0ada3de00000000000000000000000000000000000000000000000000000000000000090000000000000000000000000000000000000000000000012d95fdd4fd3aef8e
0xbd1aabdd7452d8302f3c91126468dfcc87f3dc9692ee927a2465e741ddbaa8a2,1766311859,24060296,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,34301496,0x04117561,harvestConcentratorCompounder,1,0x2b95a1dcc3d405535f9ed33c219ab38e8d7e0884,71000934628643626023,,136,0x041175610000000000000000000000002b95a1dcc3d405535f9ed33c219ab38e8d7e0884000000000000000000000000000000000000000000000003d955fddd9d08dc27
0xdba5575bcb4bdb67a4e3fa7ed0466e5de19eb0b8189b7f3525399fac49660b07,1766313011,24060392,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,31439943,0x04117561,harvestConcentratorCompounder,1,0x00bac667a4ccf9089ab1db978238c555c4349545,708246941654382957,,136,0x0411756100000000000000000000000000bac667a4ccf9089ab1db978238c555c434954500000000000000000000000000000000000000000000000009d432d74a90f96d
0x52b34525f6baf9007570ff83d338c0bd36c4445002be27c987d8c7f5b17ccd9b,1766314271,24060496,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,31982745,0x04117561,harvestConcentratorCompounder,1,0xdec800c2b17c9673570fdf54450dc1bd79c8e359,8810246190808271932,,136,0x04117561000000000000000000000000dec800c2b17c9673570fdf54450dc1bd79c8e3590000000000000000000000000000000000000000000000007a44483b5add8c3c
0xf58e49d11b3c0aeff744038e711b4bd8261a94efceb7f98e797d182ea279c2af,1766314343,24060501,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,2500000,30448818,0xc7f884c6,harvestConcentratorVault,1,0x3cf54f3a1969be9916dad548f3c084331c4450b5,50,34134479622159932209,200,0xc7f884c60000000000000000000000003cf54f3a1969be9916dad548f3c084331c4450b50000000000000000000000000000000000000000000000000000000000000032000000000000000000000000000000000000000000000001d9b6085d37a71b31
0x5845e0f52a44a51cf56411f3969a902bd37d9fdd602a05194da4cd0980c5844a,1766314919,24060549,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,2500000,26985250,0xc7f884c6,harvestConcentratorVault,1,0x3cf54f3a1969be9916dad548f3c084331c4450b5,5,29643331087518475309,200,0xc7f884c60000000000000000000000003cf54f3a1969be9916dad548f3c084331c4450b500000000000000000000000000000000000000000000000000000000000000050000000000000000000000000000000000000000000000019b62449126d5242d
0xebeaf771e34e7ed2e91af7d718445bff04bd5b2624f73eb2ad5a002c24d107e1,1766314919,24060549,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,27620185,0x04117561,harvestConcentratorCompounder,1,0xb0903ab70a7467ee5756074b31ac88aebb8fb777,3302378528714404885,,136,0x04117561000000000000000000000000b0903ab70a7467ee5756074b31ac88aebb8fb7770000000000000000000000000000000000000000000000002dd467c66de63415
0x3f68c82a4590e2ad5a723bb5ed096b47e3124c76de6b35f865d1b1c9e192031a,1766315399,24060589,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,28250768,0x04117561,harvestConcentratorCompounder,1,0x2b95a1dcc3d405535f9ed33c219ab38e8d7e0884,58916745590576151832,,136,0x041175610000000000000000000000002b95a1dcc3d405535f9ed33c219ab38e8d7e088400000000000000000000000000000000000000000000000331a253f5d85a7d18
0xa91d5e1e5b1d67474d821a5ddc80e02a828a93b11165979252ba1608cb136aa1,1766315459,24060594,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,27729908,0x04117561,harvestConcentratorCompounder,1,0x00bac667a4ccf9089ab1db978238c555c4349545,607103638313261679,,136,0x0411756100000000000000000000000000bac667a4ccf9089ab1db978238c555c4349545000000000000000000000000000000000000000000000000086cdd8adf825a6f
0xd2ab5dded365f05304cb2b216fc1bbf00cbcd2b4938c401254046f98163f50d2,1766316143,24060651,0xf88e4e3db8ca35ebfd41076ec4bad483c9c4f805,0xfa86aa141e45da5183b42792d99dede3d26ec515,5000000,26396417,0x78f26f5b,harvestConcentratorCompounderFxUSD,1,0x549716f858aeff9cb845d4c78c67a7599b0df240,9306941815888702,1,200,0x78f26f5b000000000000000000000000549716f858aeff9cb845d4c78c67a7599b0df2400000000000000000000000000000000000000000000000000021109d40e19b3e0000000000000000000000000000000000000000000000000000000000000001
